Linear programming data for problem 7-4, steam plant has two segments
-----------------------------------------------------------------------------
30 18
 0.0  0.0  0.0  23.32  25.52  0.0  0.0  0.0  23.32  25.52  0.0  0.0  0.0  23.32  25.52  0.0  0.0  0.0  23.32  25.52  0.0  0.0  0.0  23.32  25.52  0.0  0.0  0.0  23.32  25.52 
7392.0
 1.0 44.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0 = 12960.0
-1.0  0.0  0.0   0.0    0.0   1.0 44.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0 = 2960.0 
 0.0  0.0  0.0   0.0    0.0  -1.0  0.0  0.0   0.0    0.0   1.0 44.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0 = 2960.0 
 0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0  -1.0  0.0  0.0   0.0    0.0   1.0 44.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0 = 2960.0
 0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0  -1.0  0.0  0.0   0.0    0.0   1.0 44.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0 = 2960.0
 0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0  -1.0  0.0  0.0   0.0    0.0   1.0 44.0  0.0   0.0    0.0 = 2960.0
 0.0  1.0  1.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0 = 600.0
 0.0  0.0  0.0   0.0    0.0   0.0  1.0  1.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0 = 1000.0
 0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  1.0  1.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0 = 900.0
 0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  1.0  1.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0 = 500.0
 0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  1.0  1.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0 = 400.0
 0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  1.0  1.0   0.0    0.0 = 300.0
 0.0  0.0  1.0  -1.0   -1.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0 = 200.0
 0.0  0.0  0.0   0.0    0.0   0.0  0.0  1.0  -1.0   -1.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0 = 200.0
 0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  1.0  -1.0   -1.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0 = 200.0
 0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  1.0  -1.0   -1.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0 = 200.0
 0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  1.0  -1.0   -1.0   0.0  0.0  0.0   0.0    0.0 = 200.0
 0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  0.0   0.0    0.0   0.0  0.0  1.0  -1.0   -1.0 = 200.0
1  10000.0  14000.0   reservoir volume period 1
2      0.0    200.0   hydro unit MW limits period 1
3    200.0   1200.0   steam unit MW limits period 1
4      0.0    600.0   steam unit segment 1 MW limits 
5      0.0    400.0   steam unit segment 2 MW limits 
6   6000.0  18000.0   reservoir volume period 2
7      0.0    200.0   hydro unit MW limits 2
8    200.0   1200.0   steam unit MW limits period 2
9      0.0    600.0   steam unit segment 1 MW limits 
10     0.0    400.0   steam unit segment 2 MW limits 
11  6000.0  18000.0   reservoir volume period 3
12     0.0    200.0   hydro unit MW limits period 3
13   200.0   1200.0   steam unit MW limits period 3
14     0.0    600.0   steam unit segment 1 MW limits 
15     0.0    400.0   steam unit segment 2 MW limits 
16  6000.0  18000.0   reservoir volume period 4
17     0.0    200.0   hydro unit MW limits period 4
18   200.0   1200.0   steam unit MW limits period 4
19     0.0    600.0   steam unit segment 1 MW limits 
20     0.0    400.0   steam unit segment 2 MW limits 
21  6000.0  18000.0   reservoir volume period 5
22     0.0    200.0   hydro unit MW limits period 5
23   200.0   1200.0   steam unit MW limits period 5
24     0.0    600.0   steam unit segment 1 MW limits 
25     0.0    400.0   steam unit segment 2 MW limits 
26 10000.0  10000.0   reservoir volume period 6
27     0.0    200.0   hydro unit MW limits period 6
28   200.0   1200.0   steam unit MW limits period 6
29     0.0    600.0   steam unit segment 1 MW limits 
30     0.0    400.0   steam unit segment 2 MW limits 

