Problem 7.4 in text with linearized curves
------------------------------------------
19 12
5.28  0.0  0.0  5.28  0.0  0.0  5.28  0.0  0.0  5.28  0.0  0.0  5.28  0.0  0.0  5.28  0.0  0.0  0.0
4620.0
1.0   1.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0 = 600.0
0.0   0.0  0.0  1.0   1.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0 = 1000.0
0.0   0.0  0.0  0.0   0.0  0.0  1.0   1.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0 = 900.0
0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  1.0   1.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0 = 500.0
0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  1.0   1.0  0.0  0.0   0.0  0.0  0.0 = 400.0
0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  1.0   1.0  0.0  0.0 = 300.0
0.0  -11.0 1.0  0.0   0.0 -1.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0 = -740.0
0.0   0.0  0.0  0.0 -11.0  1.0  0.0   0.0 -1.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0 = -740.0
0.0   0.0  0.0  0.0   0.0  0.0  0.0 -11.0  1.0  0.0   0.0 -1.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0 = -740.0
0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0 -11.0  1.0  0.0   0.0 -1.0  0.0   0.0  0.0  0.0 = -740.0
0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0 -11.0  1.0  0.0   0.0 -1.0  0.0 = -740.0
0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0   0.0  0.0  0.0 -11.0  1.0 -1.0 = -740.0
1    200.0   1200.0  Steam Plant Output hour 1
2      0.0    180.0  Hydro Plant output hour 1
3  10000.0  10000.0  Reservior Volume beginning hour 1
4    200.0   1200.0  Steam Plant Output hour 2
5      0.0    180.0  Hydro Plant output hour 2
6   6000.0  18000.0  Reservior Volume beginning hour 2
7    200.0   1200.0  Steam Plant Output hour 3
8      0.0    180.0  Hydro Plant output hour 3
9   6000.0  18000.0  Reservior Volume beginning hour 3
10   200.0   1200.0  Steam Plant Output hour 4
11     0.0    180.0  Hydro Plant output hour 4
12  6000.0  18000.0  Reservior Volume beginning hour 4
13   200.0   1200.0  Steam Plant Output hour 5
14     0.0    180.0  Hydro Plant output hour 5
15  6000.0  18000.0  Reservior Volume beginning hour 5
16   200.0   1200.0  Steam Plant Output hour 6
17     0.0    180.0  Hydro Plant output hour 6
18  6000.0  18000.0  Reservior Volume beginning hour 6
19 10000.0  10000.0  Reservior Volume ending hour 6

